Sex,Age,Year,Month,Day,Street_Number,Birthday,Surname,City,Street,State_Voted,State,Name
Male,49,1971,3,30,95,1971-3-30,Barlow,Kansas City,Fourth,Missouri,Missouri,Wayne
Male,77,1943,6,25,88,1943-6-25,Peters,Durham,Fifth,North Carolina,North Carolina,Jonathan
Female,45,1975,1,16,11,1975-1-16,Cohen,Laredo,Second,Texas,Texas,Debra
Male,81,1939,10,19,15,1939-10-19,Townsend,Plano,Fifth,Texas,Texas,Brandon
Female,68,1952,7,30,61,1952-7-30,Middleton,Tempe,Lake,Arizona,Arizona,Marie
Female,63,1957,1,13,77,1957-1-13,Hogan,Chattanooga,Washington,Tennessee,Tennessee,Donna
Male,38,1982,7,6,5,1982-7-6,Myers,Sunrise Manor,Fourth,Nevada,Nevada,Louis
Female,41,1979,5,1,14,1979-5-1,Walls,New Orleans,Fifth,Louisiana,Louisiana,Kayla
Female,21,1999,8,9,57,1999-8-9,Franks,Ontario,Fifth,California,California,Christine
Female,30,1990,5,7,24,1990-5-7,Gordon,Buffalo,Second,New York,New York,Barbara
Female,70,1950,6,14,2,1950-6-14,Cole,Bellevue,Elm,Washington,Washington,Evelyn
Male,61,1959,5,25,84,1959-5-25,Workman,Denver,Main,Colorado,Colorado,Nicholas
Female,67,1953,2,18,32,1953-2-18,Pitts,Alexandria,Eighth,Virginia,Virginia,Frances
Female,30,1990,7,5,61,1990-7-5,Hubbard,Hialeah,Oak,Florida,Florida,Diane
Male,86,1934,8,6,12,1934-8-6,Newton,Irvine,View,California,California,William
Male,50,1970,8,11,29,1970-8-11,Williamson,Roseville,First,California,California,Ryan
Male,59,1961,1,22,85,1961-1-22,Burks,Escondido,View,California,California,Louis
Female,79,1941,2,10,96,1941-2-10,Faulkner,Columbus,Elm,Ohio,Ohio,Kathryn
Male,64,1956,9,15,87,1956-9-15,Bird,St. Louis,Park,Missouri,Missouri,Kevin
Female,25,1995,9,20,49,1995-9-20,Decker,Jersey City,Oak,New Jersey,New Jersey,Sharon
Female,44,1976,2,22,58,1976-2-22,Grimes,Chula Vista,Washington,California,California,Christina
Female,27,1993,7,4,14,1993-7-4,Scott,New York City,Maple,New York,New York,Sophia
Female,50,1970,6,8,17,1970-6-8,Mays,Newport News,Sixth,South Carolina,Virginia,Patricia
Male,50,1970,4,14,68,1970-4-14,Wynn,Buffalo,Third,New York,New York,Lawrence
Male,47,1973,10,19,3,1973-10-19,Ford,St. Petersburg,Third,Florida,Florida,Steven
Male,40,1980,12,11,28,1980-12-11,Clark,Vancouver,Lake,Washington,Washington,Ronald
Male,87,1933,8,7,59,1933-8-7,Richardson,Oceanside,Fourth,California,California,Roy
Male,50,1970,8,31,66,1970-8-31,Singleton,Modesto,Eighth,California,California,Peter
Male,43,1977,8,28,87,1977-8-28,Burke,Springfield,Third,Missouri,Missouri,Joshua
Male,34,1986,9,15,96,1986-9-15,Hensley,Des Moines,Second,Iowa,Iowa,Christopher
Female,31,1989,9,30,4,1989-9-30,Blanchard,Vancouver,Fifth,Washington,Washington,Jennifer
Male,87,1933,5,31,23,1933-5-31,Hyde,Clarksville,Pine,Tennessee,Tennessee,Louis
Male,85,1935,12,13,96,1935-12-13,Brock,Jacksonville,Washington,Alaska,Florida,Robert
Female,85,1935,1,10,79,1935-1-10,Herring,Austin,Ninth,Texas,Texas,Rebecca
Male,40,1980,4,10,2,1980-4-10,Gonzales,Austin,Elm,Texas,Texas,Nathan
Female,25,1995,3,1,12,1995-3-1,Guerra,Jackson,Washington,Mississippi,Mississippi,Shirley
Male,75,1945,5,21,9,1945-5-21,Schwartz,Cincinnati,Cedar,Ohio,Ohio,Christopher
Female,35,1985,4,28,81,1985-4-28,Ayers,Louisville,Lake,Kentucky,Kentucky,Danielle
Female,81,1939,10,30,74,1939-10-30,Flores,Ontario,Oak,California,California,Anna
Male,45,1975,10,20,81,1975-10-20,Baker,Akron,Cedar,Ohio,Ohio,Jonathan
Female,70,1950,6,13,100,1950-6-13,Preston,Tulsa,Park,Oklahoma,Oklahoma,Kathleen
Female,76,1944,9,19,50,1944-9-19,Mullins,Spring Valley,Fourth,Nevada,Nevada,Michelle
Female,39,1981,4,24,61,1981-4-24,Davenport,Birmingham,Fifth,Alabama,Alabama,Anna
Male,43,1977,8,17,60,1977-8-17,Lancaster,Clarksville,Third,Vermont,Tennessee,Jeffrey
Male,84,1936,3,5,58,1936-3-5,Taylor,Springfield,Fourth,Missouri,Missouri,Tyler
Male,90,1930,7,9,23,1930-7-9,Hawkins,Nashville,Park,Tennessee,Tennessee,Eugene
Male,33,1987,10,27,75,1987-10-27,Bruce,Santa Clarita,Oak,California,California,Jonathan
Female,28,1992,1,6,99,1992-1-6,Burnett,Thornton,Fifth,Colorado,Colorado,Anna
Female,73,1947,5,22,49,1947-5-22,Kim,Savannah,Hill,Georgia,Georgia,Barbara
Male,53,1967,1,25,58,1967-1-25,Sosa,San Bernardino,Seventh,California,California,William
Male,44,1976,2,21,41,1976-2-21,Sharp,Grand Rapids,Fifth,Michigan,Michigan,Zachary
Female,49,1971,12,3,15,1971-12-3,Medina,Seattle,Fifth,Washington,Washington,Julie
Female,84,1936,8,4,51,1936-8-4,Blanchard,Minneapolis,Eighth,Minnesota,Minnesota,Emma
Male,29,1991,11,13,7,1991-11-13,Brown,New York City,Cedar,New York,New York,Brandon
Female,86,1934,3,16,85,1934-3-16,Strickland,Eugene,View,Oregon,Oregon,Amber
Female,31,1989,1,8,29,1989-1-8,Parks,Columbus,Park,Ohio,Ohio,Christina
Female,80,1940,5,24,20,1940-5-24,Salinas,Enterprise,Third,Nevada,Nevada,Sandra
Female,80,1940,12,14,66,1940-12-14,Osborn,Little Rock,Maple,Arkansas,Arkansas,Rebecca
Female,56,1964,6,5,88,1964-6-5,Webster,Alexandria,Maple,Virginia,Virginia,Barbara
Female,19,2001,10,13,86,2001-10-13,Sargent,Chula Vista,Washington,California,California,Emma
Male,67,1953,7,26,32,1953-7-26,Bolton,Shreveport,Hill,Louisiana,Louisiana,Joshua
Female,51,1969,2,1,62,1969-2-1,Sargent,Santa Clarita,Maple,California,California,Kathleen
Female,59,1961,6,20,59,1961-6-20,Pearson,Cary,Washington,North Carolina,North Carolina,Rachel
Male,81,1939,4,7,60,1939-4-7,Bullock,Richmond,Sixth,Virginia,Virginia,Gerald
Female,29,1991,6,4,31,1991-6-4,Osborne,Enterprise,Fourth,Nevada,Nevada,Rebecca
Male,63,1957,4,10,41,1957-4-10,Jacobs,Corpus Christi,Pine,Texas,Texas,Roy
Male,32,1988,12,28,77,1988-12-28,Murray,Grand Prairie,Cedar,Texas,Texas,Donald
Female,31,1989,6,26,39,1989-6-26,Greer,Garden Grove,View,California,California,Sarah
Female,27,1993,3,29,15,1993-3-29,Ross,Columbus,Fourth,Ohio,Ohio,Megan
Female,51,1969,10,30,75,1969-10-30,Goodwin,Arlington,Washington,Texas,Texas,Elizabeth
Female,53,1967,5,25,92,1967-5-25,Guthrie,San Diego,Oak,California,California,Judith
Female,48,1972,12,24,79,1972-12-24,Rhodes,San Francisco,Park,California,California,Anna
Male,81,1939,11,10,40,1939-11-10,Berg,Shreveport,First,Louisiana,Louisiana,Albert
Female,18,2002,4,21,35,2002-4-21,Hickman,Richmond,Maple,Virginia,Virginia,Anna
Male,41,1979,12,27,30,1979-12-27,Waters,Little Rock,Elm,Arkansas,Arkansas,Dylan
Male,66,1954,4,12,19,1954-4-12,Sims,Sacramento,Sixth,California,California,Christian
Male,36,1984,6,18,77,1984-6-18,Mckay,Bridgeport,Fourth,Connecticut,Connecticut,Brian
Female,77,1943,2,25,72,1943-2-25,Reeves,Aurora,Third,Colorado,Colorado,Betty
Female,72,1948,1,1,72,1948-1-1,Butler,Hialeah,Elm,Florida,Florida,Stephanie
Male,55,1965,7,10,7,1965-7-10,Strong,Kansas City,Oak,Missouri,Missouri,Roy
Female,58,1962,2,15,79,1962-2-15,Weaver,Moreno Valley,Seventh,California,California,Brenda
Female,44,1976,9,1,22,1976-9-1,Melton,San Antonio,Sixth,Texas,Texas,Cynthia
Male,74,1946,12,4,15,1946-12-4,Holcomb,Bridgeport,Cedar,Connecticut,Connecticut,Vincent
Female,79,1941,8,2,89,1941-8-2,Key,Peoria,Park,Arizona,Arizona,Isabella
Female,78,1942,6,11,51,1942-6-11,Dunlap,Fort Wayne,Maple,Indiana,Indiana,Evelyn
Female,74,1946,8,24,54,1946-8-24,Green,Philadelphia,Hill,Pennsylvania,Pennsylvania,Nicole
Female,54,1966,11,21,76,1966-11-21,Hampton,Denver,View,Colorado,Colorado,Kathryn
Female,74,1946,3,3,13,1946-3-3,Mcclain,Pembroke Pines,Fourth,Florida,Florida,Madison
Female,60,1960,12,2,37,1960-12-2,Cash,Raleigh,Maple,North Carolina,North Carolina,Kathleen
Male,48,1972,2,11,79,1972-2-11,West,Rockford,Park,Illinois,Illinois,Timothy
Male,82,1938,8,3,84,1938-8-3,Gentry,Anchorage,Washington,Alaska,Alaska,Paul
Male,43,1977,6,17,28,1977-6-17,Simon,Fresno,Hill,California,California,Richard
Male,18,2002,10,24,33,2002-10-24,Pennington,Pembroke Pines,Seventh,Florida,Florida,Jacob
Female,62,1958,6,24,77,1958-6-24,Merrill,Oakland,Lake,California,California,Deborah
Female,22,1998,9,28,13,1998-9-28,Mann,Spring Valley,View,Nevada,Nevada,Jennifer
Male,85,1935,7,11,35,1935-7-11,Burt,Austin,Main,Texas,Texas,Jack
Male,62,1958,8,28,88,1958-8-28,Castro,Ontario,Fourth,California,California,Matthew
Male,36,1984,12,21,89,1984-12-21,Mckenzie,Denton,Fifth,Texas,Texas,Gregory
Male,38,1982,1,10,45,1982-1-10,Hale,Sunrise Manor,Ninth,Nevada,Nevada,Zachary
Male,59,1961,8,15,34,1961-8-15,Mills,Austin,Lake,Texas,Texas,Donald
Female,34,1986,6,26,59,1986-6-26,Melendez,Lubbock,Maple,New Jersey,Texas,Julia
Female,59,1961,12,30,89,1961-12-30,Newman,Aurora,Third,Colorado,Colorado,Shirley
Male,69,1951,10,11,25,1951-10-11,Herring,Salem,Fourth,Oregon,Oregon,Stephen
Male,20,2000,6,5,30,2000-6-5,Stevens,Irving,Second,Texas,Texas,Peter
Female,48,1972,8,12,31,1972-8-12,Huff,Boise,Cedar,Idaho,Idaho,Rose
Female,19,2001,10,25,47,2001-10-25,Harding,Port St. Lucie,Park,Florida,Florida,Sarah
Male,34,1986,5,3,70,1986-5-3,Stuart,Tallahassee,Washington,Iowa,Florida,Richard
Female,30,1990,2,10,57,1990-2-10,Aguirre,Modesto,First,California,California,Janet
Male,64,1956,1,19,80,1956-1-19,Burns,Mobile,Seventh,Alabama,Alabama,Jonathan
Male,75,1945,2,22,93,1945-2-22,Kinney,Enterprise,Maple,Nevada,Nevada,Jeffrey
Female,82,1938,10,10,16,1938-10-10,Walker,Fort Worth,Third,Texas,Texas,Maria
Male,73,1947,3,30,93,1947-3-30,Tillman,Baltimore,Lake,Maryland,Maryland,Adam
Female,82,1938,1,7,60,1938-1-7,Horn,Metairie,Park,Alabama,Louisiana,Emma
Male,78,1942,5,8,87,1942-5-8,Pierce,Los Angeles,Park,California,California,Samuel
Female,71,1949,3,7,89,1949-3-7,Barry,Jackson,Second,Mississippi,Mississippi,Melissa
Female,37,1983,11,1,13,1983-11-1,Huff,Arlington,Pine,Texas,Texas,Anna
Male,37,1983,10,27,60,1983-10-27,Warner,Brownsville,Pine,Texas,Texas,Bruce
Male,88,1932,7,8,78,1932-7-8,Gray,Kansas City,Lake,Missouri,Missouri,Ralph
Female,77,1943,9,7,88,1943-9-7,Blackwell,Fresno,View,California,California,Nancy
Male,32,1988,11,13,67,1988-11-13,Montoya,Irving,Washington,Texas,Texas,Joshua
Female,47,1973,10,26,38,1973-10-26,Acosta,Chicago,Ninth,Illinois,Illinois,Jean
Male,24,1996,8,7,91,1996-8-7,Mcfadden,Grand Rapids,Pine,Michigan,Michigan,Mark
Male,60,1960,9,14,47,1960-9-14,Cooley,Lincoln,Seventh,Nebraska,Nebraska,Andrew
Male,24,1996,9,12,34,1996-9-12,Doyle,Mesa,Fourth,Arizona,Arizona,Roger
Female,59,1961,4,12,93,1961-4-12,English,Grand Prairie,Ninth,Texas,Texas,Elizabeth
Male,55,1965,11,20,50,1965-11-20,Contreras,Chattanooga,First,Tennessee,Tennessee,Richard
Male,65,1955,1,22,99,1955-1-22,Swanson,Colorado Springs,Lake,Colorado,Colorado,Stephen
Female,86,1934,5,28,77,1934-5-28,Holcomb,St. Louis,Fourth,Missouri,Missouri,Lauren
Male,61,1959,2,6,81,1959-2-6,Hansen,Cary,Ninth,North Carolina,North Carolina,Wayne
Female,74,1946,4,28,42,1946-4-28,Benton,Gilbert,First,Arizona,Arizona,Teresa
Male,77,1943,6,22,3,1943-6-22,Cobb,Worcester,Eighth,Massachusetts,Massachusetts,Bradley
Female,60,1960,3,28,69,1960-3-28,Carlson,Gilbert,Fifth,Arizona,Arizona,Heather
Female,18,2002,8,7,15,2002-8-7,Carey,Boise,Oak,Idaho,Idaho,Amy
Female,51,1969,3,4,36,1969-3-4,Burch,Columbus,Fifth,Ohio,Ohio,Julie
Female,36,1984,9,27,47,1984-9-27,Newton,Hollywood,View,Florida,Florida,Jessica
Female,76,1944,5,1,44,1944-5-1,Turner,Port St. Lucie,Fifth,Florida,Florida,Donna
Female,82,1938,6,22,80,1938-6-22,Reese,Henderson,Park,Nevada,Nevada,Cynthia
Male,63,1957,2,2,53,1957-2-2,Landry,Jacksonville,Washington,Florida,Florida,Albert
Male,53,1967,9,12,35,1967-9-12,Thornton,Santa Ana,Maple,California,California,Raymond
Male,42,1978,1,9,6,1978-1-9,Lowe,Raleigh,Pine,North Carolina,North Carolina,Roger
Male,79,1941,12,14,52,1941-12-14,Sheppard,Sacramento,Cedar,California,California,Kyle
Male,24,1996,10,19,72,1996-10-19,James,Huntsville,Ninth,Alabama,Alabama,Louis
Male,89,1931,2,9,64,1931-2-9,Vaughn,New Orleans,Cedar,Louisiana,Louisiana,Tyler
Female,73,1947,5,26,48,1947-5-26,Levine,El Paso,Pine,Texas,Texas,Pamela
Male,22,1998,11,8,9,1998-11-8,Williamson,New York City,Third,New York,New York,Christopher
Female,45,1975,11,27,61,1975-11-27,Turner,Providence,Maple,Rhode Island,Rhode Island,Marilyn
Female,52,1968,2,18,81,1968-2-18,Gibbs,Phoenix,Park,Arizona,Arizona,Janet
Male,65,1955,4,24,69,1955-4-24,Cain,Killeen,Second,Texas,Texas,Ryan
Female,63,1957,7,21,17,1957-7-21,Molina,Honolulu,Fifth,Hawaii,Hawaii,Mary
Female,20,2000,1,22,96,2000-1-22,Alford,Honolulu,Second,Hawaii,Hawaii,Michelle
Male,66,1954,5,12,52,1954-5-12,Dale,Irvine,Hill,California,California,Vincent
Female,24,1996,4,29,83,1996-4-29,Mcintosh,Colorado Springs,Oak,Colorado,Colorado,Rebecca
Female,78,1942,4,10,97,1942-4-10,Salas,Ontario,Seventh,California,California,Karen
Male,52,1968,1,17,40,1968-1-17,Arnold,Columbus,Maple,Ohio,Ohio,Jerry
Male,67,1953,6,27,34,1953-6-27,Mcdaniel,Denton,Seventh,Texas,Texas,Eugene
Male,50,1970,8,15,4,1970-8-15,Griffith,Madison,Fourth,Wisconsin,Wisconsin,Nathan
Female,42,1978,6,21,59,1978-6-21,Vinson,Gilbert,Fourth,Arizona,Arizona,Brittany
Female,23,1997,9,9,43,1997-9-9,Lewis,Montgomery,Ninth,Alabama,Alabama,Joyce
Male,71,1949,5,5,51,1949-5-5,Sherman,New York City,Cedar,New York,New York,Dennis
Male,83,1937,7,3,79,1937-7-3,Weaver,Las Vegas,Elm,Nevada,Nevada,Jeffrey
Female,37,1983,6,3,78,1983-6-3,Bonner,Rockford,Cedar,Illinois,Illinois,Martha
Male,32,1988,7,2,63,1988-7-2,Hoover,Riverside,Sixth,California,California,John
Male,64,1956,9,23,74,1956-9-23,Bennett,Spokane,Fourth,Washington,Washington,Nicholas
Female,47,1973,7,24,28,1973-7-24,Finley,Sacramento,View,California,California,Evelyn
Male,39,1981,12,27,46,1981-12-27,Hooper,Baltimore,Seventh,Maryland,Maryland,Jonathan
Male,49,1971,3,22,36,1971-3-22,Carr,Riverside,Pine,California,California,Terry
Female,24,1996,4,8,100,1996-4-8,Wolfe,Alexandria,Hill,Utah,Virginia,Lisa
Female,80,1940,5,30,1,1940-5-30,Combs,Springfield,Washington,Missouri,Missouri,Samantha
Male,80,1940,4,2,23,1940-4-2,Mann,Mobile,Maple,Alabama,Alabama,Nicholas
Male,75,1945,6,14,90,1945-6-14,Kent,Hayward,View,California,California,Alexander
Male,33,1987,1,17,97,1987-1-17,Woodard,Bellevue,Lake,Washington,Washington,Mark
Female,64,1956,2,1,88,1956-2-1,Kinney,Winston-Salem,Sixth,Louisiana,North Carolina,Marilyn
Male,58,1962,9,3,59,1962-9-3,Weeks,Springfield,Lake,Missouri,Missouri,Russell
Female,22,1998,7,26,51,1998-7-26,Osborn,Albuquerque,Maple,New Mexico,New Mexico,Isabella
Male,83,1937,11,13,87,1937-11-13,Suarez,Hollywood,Ninth,Florida,Florida,George
Female,61,1959,3,3,42,1959-3-3,Austin,Bakersfield,Sixth,California,California,Carolyn
Female,70,1950,1,31,41,1950-1-31,Cervantes,New Orleans,Eighth,Louisiana,Louisiana,Maria
Male,66,1954,4,30,9,1954-4-30,Nolan,Cincinnati,Third,Ohio,Ohio,Steven
Male,30,1990,12,17,59,1990-12-17,Cantu,Portland,Pine,Oregon,Oregon,Keith
Male,19,2001,11,2,28,2001-11-2,Daniel,Little Rock,Ninth,Arkansas,Arkansas,Bruce
Male,84,1936,8,13,39,1936-8-13,Fischer,Roseville,Hill,California,California,Vincent
Male,52,1968,1,20,39,1968-1-20,Blair,Winston-Salem,Sixth,North Carolina,North Carolina,Kevin
Female,64,1956,12,20,72,1956-12-20,Melton,Fayetteville,Pine,North Carolina,North Carolina,Helen
Female,76,1944,11,8,18,1944-11-8,Pearson,San Diego,Ninth,California,California,Diane
Male,29,1991,9,27,80,1991-9-27,Frazier,Oxnard,Second,California,California,Frank
Male,24,1996,1,26,16,1996-1-26,Fowler,Lincoln,Sixth,Nebraska,Nebraska,Carl
Female,74,1946,2,5,30,1946-2-5,Greene,San Juan,Elm,Puerto Rico,Puerto Rico,Helen
Male,45,1975,1,30,11,1975-1-30,May,Hayward,Hill,Hawaii,California,Keith
Male,32,1988,9,18,13,1988-9-18,Gordon,Wichita,First,Kansas,Kansas,Zachary
Female,51,1969,9,15,27,1969-9-15,Kelly,Paradise,Eighth,Nevada,Nevada,Christine
Female,23,1997,1,9,69,1997-1-9,Booth,Fort Lauderdale,Eighth,Florida,Florida,Elizabeth
Male,80,1940,11,30,27,1940-11-30,Delaney,Salem,Washington,Oregon,Oregon,Vincent
Male,52,1968,9,12,71,1968-9-12,Boone,Santa Clarita,Elm,California,California,Dylan
Male,32,1988,11,10,39,1988-11-10,Finch,Spokane,Sixth,Washington,Washington,Aaron
Female,52,1968,8,23,76,1968-8-23,Evans,Tacoma,Seventh,Washington,Washington,Danielle
Male,29,1991,8,6,25,1991-8-6,Morse,Long Beach,Main,California,California,Douglas
Male,49,1971,8,8,13,1971-8-8,Pace,Greensboro,Oak,North Carolina,North Carolina,James
Female,36,1984,3,3,37,1984-3-3,Mcpherson,Henderson,Maple,Nevada,Nevada,Julia
Female,28,1992,5,1,54,1992-5-1,Head,Mobile,Sixth,Alabama,Alabama,Susan
Male,52,1968,1,17,16,1968-1-17,Rivers,Colorado Springs,Sixth,Colorado,Colorado,Daniel
Female,67,1953,5,24,2,1953-5-24,Fletcher,New York City,Third,New York,New York,Dorothy
Male,68,1952,10,15,60,1952-10-15,Hendricks,Corpus Christi,Elm,Texas,Texas,Daniel
Female,42,1978,5,9,17,1978-5-9,Mcleod,Knoxville,Seventh,Tennessee,Tennessee,Amy
Male,34,1986,1,17,28,1986-1-17,Cunningham,Irvine,Lake,California,California,Jack
Female,21,1999,3,6,70,1999-3-6,Hawkins,Moreno Valley,Washington,California,California,Janice
Female,41,1979,6,12,16,1979-6-12,Hanson,San Juan,Park,Puerto Rico,Puerto Rico,Rebecca
Male,36,1984,2,12,39,1984-2-12,Martinez,Providence,Sixth,Rhode Island,Rhode Island,Paul
Female,53,1967,4,18,80,1967-4-18,Richards,Lexington,Main,Kentucky,Kentucky,Theresa
Male,51,1969,2,17,44,1969-2-17,Sherman,Pomona,Second,California,California,William
Male,48,1972,1,20,98,1972-1-20,Trujillo,Paterson,Oak,New Jersey,New Jersey,Walter
Male,63,1957,12,14,87,1957-12-14,Thornton,Cleveland,Main,Ohio,Ohio,Nicholas
Male,59,1961,7,1,63,1961-7-1,Hartman,Brownsville,Cedar,Texas,Texas,Joshua
Female,74,1946,2,12,77,1946-2-12,Savage,Fort Wayne,Cedar,Alabama,Indiana,Jean
Female,75,1945,12,23,33,1945-12-23,Cruz,Lincoln,View,Nebraska,Nebraska,Betty
Male,83,1937,3,30,23,1937-3-30,Beck,Vancouver,Ninth,Washington,Washington,Joseph
Male,34,1986,4,20,71,1986-4-20,Nicholson,Rochester,Fifth,New York,New York,Edward
Male,71,1949,2,16,19,1949-2-16,Avery,El Paso,Park,Texas,Texas,Harold
Female,75,1945,1,10,65,1945-1-10,Noble,Savannah,Fifth,Georgia,Georgia,Maria
Male,80,1940,1,3,79,1940-1-3,Gilliam,Rockford,Oak,Illinois,Illinois,David
Male,55,1965,7,2,39,1965-7-2,Mayo,Yonkers,Main,New York,New York,Gerald
Male,70,1950,11,10,63,1950-11-10,Curry,Escondido,Seventh,California,California,Arthur
Male,88,1932,4,19,98,1932-4-19,Berry,San Juan,Washington,Puerto Rico,Puerto Rico,Albert
Female,49,1971,7,12,3,1971-7-12,Peterson,Lexington,Oak,Kentucky,Kentucky,Lisa
Male,23,1997,1,7,66,1997-1-7,Mcintosh,Palmdale,Lake,California,California,Arthur
Male,34,1986,10,9,22,1986-10-9,Huff,Toledo,Hill,Ohio,Ohio,Lawrence
Male,72,1948,5,22,67,1948-5-22,Blake,Riverside,Pine,California,California,Sean
Male,27,1993,10,24,19,1993-10-24,Carver,Jersey City,Cedar,New Jersey,New Jersey,Bruce
Male,60,1960,2,11,64,1960-2-11,Jarvis,Reno,Third,Nevada,Nevada,Roy
Female,74,1946,9,23,67,1946-9-23,Townsend,Jackson,Maple,Mississippi,Mississippi,Barbara
Male,45,1975,1,4,27,1975-1-4,Hawkins,Palmdale,Pine,Mississippi,California,Samuel
Male,33,1987,8,28,52,1987-8-28,Weiss,Murfreesboro,Ninth,Tennessee,Tennessee,Eugene
Male,25,1995,12,13,23,1995-12-13,Petty,Kansas City,Main,Missouri,Missouri,Roger
Male,36,1984,1,11,94,1984-1-11,Mejia,Sunrise Manor,Fifth,Nevada,Nevada,Michael
Female,35,1985,3,28,17,1985-3-28,Cohen,Rochester,Third,New York,New York,Dorothy
Male,64,1956,6,19,83,1956-6-19,Snow,Salem,View,Oregon,Oregon,Keith
Male,74,1946,6,25,29,1946-6-25,Hensley,Cary,Second,North Carolina,North Carolina,Richard
Female,44,1976,9,18,79,1976-9-18,Phillips,Albuquerque,Ninth,New Mexico,New Mexico,Megan
Female,66,1954,11,16,72,1954-11-16,Cardenas,Houston,Seventh,Texas,Texas,Janet
Male,71,1949,1,12,41,1949-1-12,Mosley,Birmingham,Ninth,Alabama,Alabama,Raymond
Female,73,1947,3,4,41,1947-3-4,Kirk,Fresno,Fourth,California,California,Sharon
Male,76,1944,3,7,48,1944-3-7,Mccall,Yonkers,Maple,New York,New York,Bobby
Female,20,2000,2,25,93,2000-2-25,Ross,Tucson,First,Arizona,Arizona,Katherine
Male,52,1968,5,14,68,1968-5-14,Lara,Jackson,Third,Mississippi,Mississippi,Frank
Male,42,1978,10,11,7,1978-10-11,Bailey,San Bernardino,Seventh,California,California,Kyle
Male,69,1951,1,31,13,1951-1-31,Mckenzie,Reno,Eighth,Nevada,Nevada,Paul
Female,22,1998,5,22,39,1998-5-22,Hammond,Santa Rosa,Fifth,California,California,Joan
Male,48,1972,2,21,9,1972-2-21,Potter,Peoria,Second,Arizona,Arizona,Bobby
Male,48,1972,7,10,48,1972-7-10,Bates,Los Angeles,Seventh,California,California,Vincent
Male,86,1934,11,13,18,1934-11-13,Simpson,Madison,Washington,Wisconsin,Wisconsin,Kenneth
Male,34,1986,8,18,36,1986-8-18,Oneill,Fort Worth,Third,Texas,Texas,Jesse
Female,62,1958,1,23,37,1958-1-23,Holland,Washington,Seventh,District of Columbia,District of Columbia,Emma
Male,41,1979,3,31,90,1979-3-31,Whitehead,Little Rock,Washington,Arkansas,Arkansas,Justin
Male,40,1980,6,7,45,1980-6-7,Powers,Chesapeake,Lake,Virginia,Virginia,Ronald
Male,39,1981,5,23,53,1981-5-23,Huff,Boston,Cedar,Massachusetts,Massachusetts,Thomas
Female,39,1981,6,25,62,1981-6-25,Velez,Corpus Christi,Main,Texas,Texas,Kathleen
Male,89,1931,10,7,10,1931-10-7,Owens,Durham,Fifth,Connecticut,North Carolina,Jose
Male,64,1956,2,20,23,1956-2-20,Allison,Greensboro,Maple,North Carolina,North Carolina,Terry
Male,72,1948,3,30,90,1948-3-30,Larson,Rancho Cucamonga,Ninth,California,California,Eric
Male,44,1976,6,3,71,1976-6-3,Zimmerman,Chandler,Second,Arizona,Arizona,Ralph
Female,25,1995,3,16,75,1995-3-16,Avila,Chesapeake,Eighth,Virginia,Virginia,Kathleen
Female,57,1963,3,19,16,1963-3-19,Blackburn,Bellevue,Maple,Washington,Washington,Jacqueline
Male,40,1980,6,27,65,1980-6-27,Kennedy,Escondido,Sixth,California,California,David
Male,42,1978,10,22,17,1978-10-22,Hickman,Cary,Main,North Carolina,North Carolina,Jeffrey
Female,76,1944,6,4,82,1944-6-4,Goodwin,Charlotte,Third,North Carolina,North Carolina,Sarah
Male,37,1983,7,31,7,1983-7-31,Glenn,Chesapeake,Second,Virginia,Virginia,Gabriel
Male,63,1957,9,2,96,1957-9-2,Mckee,Washington,Fifth,Kentucky,District of Columbia,Matthew
Female,21,1999,3,7,66,1999-3-7,Haynes,Tallahassee,Fifth,Florida,Florida,Helen
Female,37,1983,2,25,9,1983-2-25,Woodward,Salt Lake City,Seventh,Utah,Utah,Margaret
Female,84,1936,3,30,44,1936-3-30,Merrill,Springfield,Sixth,Missouri,Missouri,Maria
Male,87,1933,3,25,59,1933-3-25,Chan,Honolulu,Elm,Hawaii,Hawaii,Jeffrey
Male,35,1985,11,12,39,1985-11-12,Brooks,Arlington,Fourth,Texas,Texas,Daniel
Female,74,1946,3,30,67,1946-3-30,Phelps,Laredo,Pine,Texas,Texas,Judy
Male,38,1982,8,8,77,1982-8-8,Gomez,Pembroke Pines,Eighth,Florida,Florida,Brandon
Male,74,1946,11,28,73,1946-11-28,Mullins,Fort Collins,Lake,Colorado,Colorado,Harold
Female,28,1992,8,7,33,1992-8-7,Brewer,Enterprise,View,Nevada,Nevada,Donna
Female,51,1969,4,15,75,1969-4-15,Carney,Lexington,Oak,Kentucky,Kentucky,Patricia
Male,30,1990,4,23,12,1990-4-23,Sawyer,Akron,Sixth,Ohio,Ohio,Alexander
Female,19,2001,3,28,15,2001-3-28,Rice,Palmdale,Eighth,California,California,Karen
Male,63,1957,2,12,83,1957-2-12,James,Miami,Hill,Florida,Florida,Kyle
Female,67,1953,4,27,100,1953-4-27,Ryan,Henderson,Fifth,Nevada,Nevada,Alexis
Female,42,1978,3,20,85,1978-3-20,Dudley,Montgomery,Main,Alabama,Alabama,Carol
Female,20,2000,4,4,34,2000-4-4,Stephens,North Las Vegas,First,Nevada,Nevada,Nicole
Male,75,1945,6,14,92,1945-6-14,Mack,Little Rock,Second,Arkansas,Arkansas,Juan
